,,,yr,m2,cm,cm,cm,cm,g,g,g,g,g,g,g.m2,,,%PPFD,,,,,,,,,,,
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,8,0.084619818,5.6,38.5,61.5,47,2.569999933,3.069999933,1.58,0.56,1.88,2.439999938,30.37113516,DA,FW,18.72,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,MUL5,10B,DW
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,9,0.261006557,10.92,97,158.8,139.3,8.529999733,23.79000092,7.17,3.58,11.67,15.24999976,32.68117029,DA,FW,7.28,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,MUL5,11,MS
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,7,0.418667781,12.26,97,221.3,202.3,15.73999977,63.33000183,27.38,1.65,39.54,41.1899997,37.59544081,DA,FW,44.72,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,MUL5,15,MS
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,13,0.231152799,8.96,79,165.1,158.1,7.400000095,21.12000084,4.89,5.67,15.39,21.06000018,32.0134566,DA,FW,14.56,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,MUL5,16B,DWM
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,6,0.049323563,5.44,32,54.6,49.6,1.419999957,2.559999943,0.66,0.6,0.93,1.530000031,28.78948431,DA,FW,22.88,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,MUL5,17,DW
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,7,0.11557263,8.37,47,98,69,4.639999866,11.22999954,2.9,2.2,7.04,9.24000001,40.14791268,DA,FW,59.28,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,MUL5,22,MS
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,5,0.045063691,5.4,22,68.8,61.3,1.639999986,3.369999886,0.4,0.36,1.8,2.159999996,36.39293528,DA,FW,31.2,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,MUL5,24B,MS
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,9,0.044984448,5.92,24,52.4,44.9,1.529999971,2.579999924,0.67,0.84,1.08,1.919999972,34.01175364,DA,FW,29.12,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,MUL5,25,DW
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,6,0.017208999,2.11,10,30.6,26.1,0.519999981,0.529999971,0.06,0.11,0.08,0.189999998,30.21674813,DA,FW,35.36,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,MUL5,28B,DWM
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,8,0.109353564,5.79,35,61.5,56,3.579999924,3.480000019,2.5,1.49,2.75,4.240000069,32.73784403,DA,FW,33.28,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,MUL5,34,DW
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,8,0.091244999,7.62,35,101.5,72.5,3.779999971,9.430000305,1.95,1.42,3.3,4.720000029,41.42692787,DA,FW,37.44,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,MUL5,36,DW
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,8,0.297082349,17.3,94,216.7,210.2,33.70000076,68.98000336,41.61,3.77,54.51,58.28000021,113.4365637,DA,FW,47.84,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,MUL5,37,MS
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,8,0.082165708,6.07,28.5,51.5,45,2.769999981,3.660000086,1.28,0.5,5.57,6.069999933,33.71236049,DA,FW,16.64,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,MUL5,39,DW
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,8,0.022642001,4.52,11,40.4,33.4,0.680000007,0.920000017,0.19,0.26,0.15,0.409999993,30.03268164,DA,FW,27.04,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,MUL5,2,DWM
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,8,0.274569432,14.34,76,161,153.5,11.11999989,24.98999977,9.78,1.62,12.9,14.51999998,40.49977375,DA,FW,26,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,MUL5,5,DW
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,6,0.032935998,3.64,18,43.5,35,1.299999952,1.450000048,0.4,0.35,0.73,1.080000013,39.47048965,DA,FW,21.84,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,MUL5,9,DW
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,8,0.080872941,6.88,47.5,71.4,61.4,2.700000048,4.650000095,1.66,0.62,2.6,3.220000029,33.38570364,DA,FW,19.76,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,MUL5,11B,DWM
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,11,0.152540637,6.49,56,101.9,71.4,4.090000153,8.770000458,4.1,1,2.9,3.900000036,26.8125283,DA,FW,17.68,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,MUL5,13,DWM
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,6,0.069290346,5.98,47.5,82.1,60.6,2.369999886,5.380000114,1.28,0.66,3.09,3.75000006,34.20389757,DA,FW,32.24,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,MUL5,17,MS
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,18,1.237672451,18.65,150,236.9,189.4,35.31000137,110.8300018,54.33,10.72,178.81,189.5299969,28.52935875,DA,FW,24.96,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,MUL5,7,MS
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,10,0.07222388,5.32,38,60.1,56.1,2.089999914,3.200000048,1.81,1.26,1.76,3.019999981,28.93779599,DA,FW,7.28,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,MUL5,13,DWM
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,8,0.391628189,12.17,80.5,156.8,152.8,12.89999962,25.77000046,15.35,6.9,21.27,28.16999984,32.93940525,DA,FW,20.8,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,MUL5,18,DWM
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,8,0.260033391,11.59,100,166.2,142.2,9.069999695,26.97999954,6.03,5,17.94,22.93999982,34.88013467,DA,FW,21.84,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,MUL5,24,DW
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,16,0.147198021,19.66,94,167,140,8.119999886,40.36999893,15.44,5.51,21.94,27.45000076,55.16378445,DA,FW,19.76,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,MUL5,4,DW
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,5,0.013215,2.64,8,29.5,16.5,0.349999994,0.649999976,0.19,0.14,0.12,0.260000004,26.4850552,DA,FW,14.56,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,MUL5,5,DW
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,6,0.038702351,4.26,37,59.2,49.3,1.090000033,2.24000001,0.6,0.35,0.93,1.279999971,28.1636643,DA,FW,23.92,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,MUL5,16B,MS
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,20,0.950679542,20.64,122,211.8,197.3,28.86000061,77.43000031,62.94,20.68,65.89,86.56999969,30.35723327,DA,FW,19.76,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,MUL5,18,DWM
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,5,0.010058,2.19,10.5,29.8,20.8,0.340000004,0.5,0.07,0.09,0.15,0.240000002,33.80393675,DA,FW,27.04,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,MUL5,30,MS
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,18,0.474743707,9.79,93.5,174.1,170.6,16,44,19.12,2.73,36.74,39.47000027,33.70239516,DA,FW,38.48,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,MUL5,32,DWM
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,6,0.024811998,4.23,15,50.7,42.7,0.779999971,1.700000048,0.13,0.07,0.64,0.709999986,31.43640309,DA,FW,16.64,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,MUL5,33,MS
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,10,0.569381116,16.72,117.5,204.3,189.3,20.84000015,82,30.27,9.13,53.23,62.35999966,36.6011439,DA,FW,44.72,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,MUL5,42,DW
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,7,0.065498222,5.89,33,81.8,61.3,1.970000029,4.590000153,0.6,1.05,1.81,2.859999925,30.07715275,DA,FW,14.56,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,MUL5,44,DWM
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,7,0.250602357,10.64,96,116,99,9.979999542,21.28000069,12.16,3.57,20.93,24.49999976,39.82404498,DA,FW,11.44,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,MUL5,45,DWM
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,4,0.012594999,1.9,10.04999995,25.3,18.1,0.310000002,0.330000013,0.04,0.08,0.04,0.119999997,24.61294281,DA,FW,10.4,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,Z5,1,MS
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,15,0.304943509,13.36,96.79999924,162.9,97.8,8.569999695,29.73999977,11.83,2.5,14.56,17.06000018,28.10356487,DA,FW,12.48,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,Z5,8,MS
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,22,0.192421483,15.34,88,184.6,127.5,5.360000134,60.68999863,8.76,2.91,31.79,34.69999957,27.8555182,DA,FW,14.56,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,Z5,13,DWM
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,4,0.022029,2.25,16.20000029,49.1,38.5,0.670000017,1.070000052,0.09,0.1,0.29,0.389999993,30.41445457,DA,FW,30.16,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,Z5,28,MS
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,18,0.310964857,11.34,82.75,122.6,107.6,8.81000042,26.62999916,10.01,2.95,21.41,24.36000001,28.33117704,DA,FW,17.68,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,Z5,31,MS
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,13,0.097012927,5.84,50,68,41.8,2.690000057,4.389999866,1.66,0.75,3.63,4.379999995,27.72826406,DA,FW,15.6,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,Z5,44,MS
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,16,0.327053635,11.65,90.5,173,126.9,10.47999954,41.24000168,13.94,2.1,18.08,20.18000007,32.04367246,DA,FW,27.04,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,Z5,45,MS
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,13,0.244621632,10.64,81,104.9,82,8.109999657,11.22000027,9.15,3.93,6.73,10.66000009,33.15323989,DA,FW,22.88,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,Z5,50B,DWM
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,4,0.016052,1.84,7.550000191,32.1,21.9,0.439999998,0.610000014,0.01,0.12,0.16,0.279999997,27.4109146,DA,FW,17.68,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,Z5,53,DWM
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,6,0.296491207,8.46,74.5,122.5,88.5,9.470000267,16.25,12.15,2.05,10.09,12.1400001,31.94023986,DA,FW,20.8,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,Z5,5,DWM
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,14,0.205623837,8.09,54.5,84,77.5,5.53000021,8.43999958,4.95,1.25,3.97,5.21999985,26.8937701,DA,FW,18.72,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,Z5,6,DWM
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,14,0.748653336,16.09,91.54999924,295.5,225.5,31.80999947,137.8600006,47.47,4.52,75.35,79.86999893,42.48962498,DA,FW,33.28,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,Z5,17,DWM
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,10,0.054483331,4.38,32,59.2,48.2,1.399999976,2.170000076,1.3,0.25,1.13,1.379999943,25.69593212,DA,FW,17.68,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,Z5,18,DW
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,11,0.332384889,12.5,92.5,182.1,152.1,10.80000019,34.58000183,12.8,3.58,16.86,20.43999958,32.49245245,DA,FW,8.32,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,Z5,21,DWM
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,13,0.373210459,12.88,91.5,124.6,100.6,11.81000042,25.45000076,16.13,1.73,13.43,15.16000009,31.64434471,DA,FW,13.52,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,Z5,27,DW
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,16,0.80985026,17.55,128.25,209.6,175.6,25.27000046,77.16000366,68.8,3.86,65.05,68.90999961,31.20329979,DA,FW,22.88,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,Z5,29,DW
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,19,0.569794255,17.08,139.75,205.9,177.9,15.01000023,69.76999664,41.68,3.76,41.68,45.44000065,26.34284235,DA,FW,22.88,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,Z5,30,MS
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,11,0.060715708,6.02,47.5,73.5,63.5,1.549999952,4.789999962,1.55,0.57,1.78,2.349999964,25.5288131,DA,FW,17.68,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,Z5,31,MS
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,15,0.57298005,14.46,126,218,155.2,18.20999908,58.00999832,32.54,4.3,35.56,39.8599999,31.78120965,DA,FW,15.6,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,Z5,41A,MS
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,17,0.27696063,13.1,71,223.1,147.8,8.029999733,41.86000061,8.66,1.81,15.22,17.02999997,28.99328952,DA,FW,16.64,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,Z5,44,DWM
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,15,0.350142896,11.14,104.5,159.7,119.7,12.09000015,31.53000069,14.17,6.05,23.36,29.41000009,34.52876035,DA,FW,22.88,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,Z5,1,DW
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,17,0.565536358,17.64,111.5,211.2,154.2,17.19000053,58.13999939,21.85,2.83,37.22,40.05000067,30.39592466,DA,FW,21.84,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,Z5,3,MS
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,18,0.303781649,13.44,95.75,210.5,147,8.800000191,58.02999878,10.61,3.99,49.13,53.11999965,28.96817576,DA,FW,10.4,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,Z5,6,DW
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,18,0.371045237,11.6,93,110,110,11.46000004,11.69999981,20.49,5.69,11.85,17.5400002,30.88572201,DA,FW,20.8,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,Z5,15,DW
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,15,0.785580901,12.28,109.5,175.2,138.7,21.55999947,37.77999878,23.08,3.1,23.63,26.73000026,27.4446584,DA,FW,18.72,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,Z5,17,MS
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,10,0.391017605,11.4,100.5,161,147,10.06999969,28.35000038,14.33,3.59,20.31,23.89999998,25.75331536,DA,FW,11.44,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,Z5,22,DW
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,11,0.266989037,10.52,77.5,172,121,8.159999847,31.28000069,9.28,1.59,11.47,13.06000042,30.56305213,DA,FW,21.84,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,Z5,24,DW
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,15,0.142711358,6.82,58.5,81,70,3.910000086,6.53000021,4.61,1.29,10.48,11.76999992,27.39796012,DA,FW,14.56,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,Z5,28,MS
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,14,0.162,7.76,65.5,105.5,69.5,4.5,8.210000038,2.37,0.75,3.8,4.550000131,27.77777778,DA,FW,17.68,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,Z5,35,MS
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,18,0.082478814,7.9,44.5,79.5,78.5,2.5,6.449999809,2.4,1.11,3.06,4.170000017,30.31081428,DA,FW,16.64,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,Z5,42,DWM
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,6,0.025471002,3.24,18.5,36.1,22.1,0.670000017,0.790000021,0.36,0.03,0.1,0.129999999,26.30442284,DA,FW,9.36,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,Z5,43,DWM
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,12,0.499672391,13.2,103,205,159.5,17.21999931,55.22000122,16.51,6.24,34.71,40.94999957,34.46257913,DA,FW,19.76,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,Z5,45,DWM
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,17,0.331662202,12.3,93.5,176.2,136.7,10.14000034,34.68000031,10.08,1.67,25.4,27.06999946,30.57327691,DA,FW,17.68,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,Z5,49,DWM
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,11,0.131318461,9.9,57.5,99.5,77.5,3.160000086,11.43000031,4.52,1.81,6.91,8.719999969,24.06363943,DA,FW,16.64,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,Z5,51,DW
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,10,0.263917108,8.4,80,134,120.5,7.400000095,18.84000015,6.21,1.34,12.49,13.83000004,28.03910726,DA,FW,13.52,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,Z5,55,DW
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,19,0.714161408,13.67,98.5,159.6,120.6,20.94000053,49.56000137,39.96,6.35,37.52,43.86999917,29.32110345,DA,FW,13.52,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,Z5,56,DWM
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,12,0.223979793,8.08,72,163.6,98.2,6.449999809,26.65999985,7.02,7.83,16.79,24.61999989,28.79723976,DA,FW,9.36,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,Z5,1,DWM
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,16,0.20613444,7.4,53.5,102.8,84.8,5.260000229,9.170000076,6.09,1.08,4.84,5.920000076,25.51732853,DA,FW,15.6,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,Z5,3,MS
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,3,0.022292001,1.18,10.75,25.5,25.5,0.620000005,0.439999998,0.07,0.11,0.08,0.189999998,27.81266774,DA,FW,26,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,Z5,4,DWM
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,11,0.487696032,12.52,95.25,158.4,118.7,15.32999992,31.38999939,13.99,4.55,22.3,26.85000014,31.43351376,DA,FW,19.76,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,Z5,6,DW
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,16,0.651555793,15.26,101.5,184.7,159.7,20.17000008,46.77999878,20.82,3.69,40.15,43.83999968,30.95667367,DA,FW,15.6,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,Z5,10,DWM
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,2,0.00758,2.22,6.100000024,19.2,14.2,0.189999998,0.200000003,0,0.11,0.05,0.159999998,25.065962,DA,FW,19.76,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,Z5,11B,DWM
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,8,0.052690364,4.24,40,53.1,46.9,1.710000038,2.00999999,1.09,0.72,1.52,2.240000069,32.45375264,DA,FW,18.72,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,Z5,12,DW
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,12,0.153491326,5.88,37,99.5,88.5,4.610000134,2.00999999,1.99,1.15,3.36,4.509999901,30.0342714,DA,FW,16.64,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,Z5,18,DW
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,6,0.042969999,4.74,32,52,37,1.309999943,1.940000057,0.5,0.41,0.61,1.019999996,30.48638547,DA,FW,21.84,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,Z5,20,DWM
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,4,0.037757002,3.98,12.5,33,28,1.110000014,0.910000026,0.32,0.22,0.26,0.480000004,29.39852095,DA,FW,18.72,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,Z5,22B,DW
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,5,0.020583001,2.36,14,30,19,0.660000026,0.5,0.07,0.13,0.17,0.299999993,32.06529579,DA,FW,18.72,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,Z5,23,MS
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,5,0.034870001,3.2,33.5,38.6,29.6,1.039999962,1.00999999,0.3,0.21,0.37,0.579999998,29.82506259,DA,FW,15.6,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,Z5,25,MS
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,10,0.209062902,10.56,61,135.5,121,6.420000076,15.97000027,6.17,3.47,10.35,13.82000005,30.70846148,DA,FW,19.76,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,Z5,28A,DW
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,14,0.149148533,0,61,135.5,121,4.28000021,9.369999886,3.82,3.47,10.35,13.82000005,28.69622742,DA,FW,19.76,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,Z5,28B,DW
Sylvain Delagrange,Betulaceae,Betula alleghaniensis,10,0.05356583,5.83,30,57,56,1.950000048,2.650000095,1.32,1.32,1.35,2.670000017,36.40380562,DA,FW,19.76,individuals were grouped by site and seedbed,"Outaouais, Qu_bec, Canada",45.99722222,-75.325,TempF,870,3.9,none yet,Z5,29,DWM
