"dataset","location","latitude","longitude","vegetation","map","mat","grouping","lai","species","family","pft","age","a.lf","a.ssba","a.ssbh","a.ssbc","a.shba","a.shbh","a.shbc","a.sbba","a.sbbh","a.sbbc","a.stba","a.stbh","a.stbc","a.cp","a.cs","h.t","h.c","d.ba","d.bh","d.cr","c.d","m.lf","m.ss","m.sh","m.sb","m.st","m.so","m.br","m.rf","m.rc","m.rt","m.to","a.ilf","ma.ilf","r.st","r.ss","r.sb","r.sh","n.lf","n.ss","n.sb","n.sh","n.rf","n.rc","growingCondition","status","light"
"FLKU1965","Japan-Komagane-143",36,138,"TempF",NA,NA,NA,NA,"Abies veitchii","Pinaceae","EG",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002123717,NA,NA,4.44,1.4,NA,0.053,NA,NA,1.008,NA,NA,NA,2.1795,4.1186,0.9311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA
"FLKU1965","Japan-Komagane-143",36,138,"TempF",NA,NA,NA,NA,"Abies veitchii","Pinaceae","EG",24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000962113,NA,NA,3.58,1.1,NA,0.033,NA,NA,0.5508,NA,NA,NA,0.8179,1.7086,0.3399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA
"FLKU1965","Japan-Komagane-143",36,138,"TempF",NA,NA,NA,NA,"Abies veitchii","Pinaceae","EG",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003525652,NA,NA,11.74,8,NA,0.113,NA,NA,1.9824,NA,NA,NA,23.1858,27.0938,1.9256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA
"FLKU1965","Japan-Murakami-Miomote-Compartment 67-i-VI",38.3,139.8,"TempF",NA,NA,NA,NA,"Fagus crenata","Fagaceae","DA",217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.053092916,NA,NA,23,6.3,NA,0.31,NA,NA,9.05,NA,NA,NA,443.473,535.769,83.246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA
"FLKU1965","Japan-Murakami-Miomote-Compartment 67-i-VII",38.3,139.8,"TempF",NA,NA,NA,NA,"Fagus crenata","Fagaceae","DA",223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.022698007,NA,NA,25,17.3,NA,0.564,NA,NA,12.418,NA,NA,NA,1231.59,1538.043,294.035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA
"FLKU1965","Japan-Murakami-Miomote-Compartment 67-i-VII",38.3,139.8,"TempF",NA,NA,NA,NA,"Fagus crenata","Fagaceae","DA",52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00066052,NA,NA,2.7,0.8,NA,0.02,NA,NA,0.128,NA,NA,NA,1.224,1.597,0.245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA
"FLKU1965","Japan-Murakami-Miomote-Compartment 67-i-VIII",38.3,139.8,"TempF",NA,NA,NA,NA,"Fagus crenata","Fagaceae","DA",179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.012468981,NA,NA,14.8,6.3,NA,0.185,NA,NA,2.941,NA,NA,NA,132.506,162.308,26.861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA
"FLKU1965","Japan-Murakami-Miomote-Compartment 67-i-VIII",38.3,139.8,"TempF",NA,NA,NA,NA,"Fagus crenata","Fagaceae","DA",89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001385442,NA,NA,8.3,5,NA,0.088,NA,NA,0.758,NA,NA,NA,23.448,29.902,5.696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA
"FLKU1965","Japan-Murakami-Miomote-Compartment 67-i-VIII",38.3,139.8,"TempF",NA,NA,NA,NA,"Fagus crenata","Fagaceae","DA",53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000804248,NA,NA,8.1,3.2,NA,0.046,NA,NA,0.105,NA,NA,NA,4.747,5.432,0.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA
"FLKU1965","Japan-Murakami-Miomote-Compartment 67-i-VIII",38.3,139.8,"TempF",NA,NA,NA,NA,"Fagus crenata","Fagaceae","DA",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000283529,NA,NA,2.1,0.46,NA,0.013,NA,NA,0.023,NA,NA,NA,0.132,0.225,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA
"FLKU1965","Japan-Murakami-Miomote-Compartment 67-i-VI",38.3,139.8,"TempF",NA,NA,NA,NA,"Fagus crenata","Fagaceae","DA",27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000283529,NA,NA,1.9,0.92,NA,0.014,NA,NA,0.029,NA,NA,NA,0.175,0.273,0.069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA
"FLKU1965","Japan-Murakami-Miomote-Compartment 67-i-RI",38.3,139.8,"TempF",NA,NA,NA,NA,"Fagus crenata","Fagaceae","DA",227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.028352874,NA,NA,15.3,4.5,NA,0.232,NA,NA,3.829,NA,NA,NA,156.812,195.509,34.868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA
"FLKU1965","Japan-Murakami-Miomote-Compartment 67-i-RI",38.3,139.8,"TempF",NA,NA,NA,NA,"Fagus crenata","Fagaceae","DA",97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001661903,NA,NA,5.9,3.2,NA,0.054,NA,NA,0.283,NA,NA,NA,9.633,11.319,1.403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA
"FLKU1965","Japan-Murakami-Miomote-Compartment 67-i-RI",38.3,139.8,"TempF",NA,NA,NA,NA,"Fagus crenata","Fagaceae","DA",194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.057255526,NA,NA,14.3,6.3,NA,0.366,NA,NA,11.056,NA,NA,NA,374.048,580.273,195.169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA
"FLKU1965","Japan-Murakami-Miomote-Compartment 67-i-RII",38.3,139.8,"TempF",NA,NA,NA,NA,"Fagus crenata","Fagaceae","DA",107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005674502,NA,NA,7.3,2,NA,0.088,NA,NA,0.552,NA,NA,NA,18.129,22.372,3.691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA
"FLKU1965","Japan-Murakami-Miomote-Compartment 67-i-RII",38.3,139.8,"TempF",NA,NA,NA,NA,"Fagus crenata","Fagaceae","DA",190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006221139,NA,NA,7.1,3.2,NA,0.101,NA,NA,0.991,NA,NA,NA,28.02,38.099,9.088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA
"FLKU1965","Japan-Murakami-Miomote-Compartment 67-i-RII",38.3,139.8,"TempF",NA,NA,NA,NA,"Fagus crenata","Fagaceae","DA",34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,0.008,NA,NA,0.008,NA,NA,NA,0.143,0.1815,0.0305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA
"FLKU1965","Japan-Murakami-Miomote-Compartment 67-i-RII",38.3,139.8,"TempF",NA,NA,NA,NA,"Fagus crenata","Fagaceae","DA",25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,NA,NA,0.005,NA,NA,0.008,NA,NA,NA,0.074,0.092,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA
"FLKU1965","Japan-Murakami-Miomote-Compartment 67-i-RII",38.3,139.8,"TempF",NA,NA,NA,NA,"Fagus crenata","Fagaceae","DA",95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001809557,NA,NA,5.7,2.5,NA,0.06,NA,NA,0.169,NA,NA,NA,9.261,10.926,1.496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FW",NA,NA
